Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
CRLA,B:FABCO1D08:03,8/18/02,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:04,,,,,,,PH-1,,Forest,,,575706,4736614,10,NAD83,0,0,8/3/99,,,4602,feet,283,180,3,3, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> herbq3: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> herbq4: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> seedq1: From FMH 1047 <Merged from SubSample seed_Actual Protocol> shrbq3_5 m belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_5 m belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>,,,,,,,,
CRLA,B:FABCO1D08:04,8/3/99,,From FMH 1029 ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:04,8/13/02,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:04,6/3/13 8:02,,,5,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:05,,,,,,,PH-3,,Forest,,,573854,4739469,10,NAD83,0,0,8/15/02,,,5082,feet,220,340,5,4, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,"Subsample comments:  332:  343:  344:  345:  347:  348:  349:  350:  399:  459:  460:  461:  462:  463:  464:  465:  466:  467:  468:  469:  470:  471:  472:  473:  474:  475:  476:  477:  579:  580:  581:  582:  583:  584:  585:  586:  587:  588:  589:  590:  591:  592:  593:  594:  595:  596:  597:  599:  600:  613:  80:  845:  846:  847:  848:  849:  900:  908:  932:  933:  936:  937:  938:  939:  942:  951:  952:  995:  999:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> herbq3: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> herbq4: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> seed_5x10: Only 1st year seedlings were counted in this 5 x 10 m subsample. seed_rest_of_Q1: No 1st year seelings counted in this 20 x 10 m area, only 2nd year seedlings and older. shrbq3_5 m belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_5 m belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>",,,,,,,,
CRLA,B:FABCO1D08:05,8/15/02,,From FMH 1029                                                                  ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:05,8/15/03 12:37,Sandifer DuBose Senyszyn,,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:05,8/15/03 12:38,Sandifer DuBose Seneszyn ,,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:05,8/13/04 14:36,"JUDU, PASE, CHFR",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:05,7/9/12 15:14,,,5,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:06,,,,,,,PH-3,"te,cf,rr,jp",Forest,,,573830,4739589,10,NAD83,7,0,8/17/02,,,5115,feet,323,150,8,8,OR route 62 and north flank PH3 fireline Heading to Plot 180,Route Description: Drive south on OR hwy. 62 from Annie Creek entrance station/hwy. 62 intersection 5.9 miles to a turnout on the east side of road. From the south end of the pullout (where guardrail begins) walk across road at 180 degrees for 1 chain. Wa,From FMH 1028 ,"Subsample comments:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> herbq3: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> herbq4: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> seed_5x10m: All ages of seedlings read in 5 x 10 m area. seed_rest_of_Q1: Did not read the 1st year seedlings in this subsample, only ready 2nd year seedlings and older. shrbq3_5 m belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_5 m belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>",,,,,,,,
CRLA,B:FABCO1D08:06,8/17/02,,From FMH 1029 ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:06,8/14/03 15:35,Sandifer DuBose Senyszyn,,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:06,8/14/03 15:38,Sandifer DuBose Senyszyn,,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:06,8/12/04 12:44,"CHFR, PASE, JUDU",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:06,6/25/12 15:15,,,5,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:07,,,,,,,Phoenix,,Forest,,,580785,4768523,10,NAD83,0,0,9/8/07,,,5363,feet,236,42,8,7,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: rebar @ 41 feet herbq3: From FMH 1050 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: From FMH 1043 seed_5x10: 5x10m shrbq3_5 m belt: From FMH 1037 shrbq4_5 m belt: From FMH 1036,,,,,,,,
CRLA,B:FABCO1D08:07,9/8/07 9:13,"Smith, Minniti, Rupert",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:07,9/13/10 9:58,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:07,7/23/11 16:45,"Erdody, Barba, Taipale, Williams",,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:07,8/16/12 15:11,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:08,,,,,,,Phoenix,,Forest,,,580706,4768086,10,NAD83,0,0,9/11/07,,,,,186,90,2,0,,,,"Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq3: From FMH 1050 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: From FMH 1043 poleq2:  seed_5x10m:  seed_rest of Q1: seedlings in the rest of Q1, excluding the 5x10m belt shrbq3_5 m belt: From FMH 1037 shrbq4_5 m belt: From FMH 1036",,,,,,,,
CRLA,B:FABCO1D08:08,9/11/07 10:26,"Minniti, Smith, Rupert",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:09,,,,,,,Phoenix,,Forest,,,580282,4768800,10,NAD83,,,7/11/09 13:04,,,,,258,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:09,7/11/09 13:06,"Rehlaender, Cofer, Arnold, Arellano",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:11,,,,,,,Phoenix,,Forest,,,580641,4767072,10,NAD83,,,7/8/09 16:36,,,,,218,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:11,7/8/09 16:37,"Erdody, Rehlaender, Cofer, Arrelano, Arnold",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:12,,,,,,,PH-1,Samuels,Forest,,,575922,4736499,10,NAD83,1,0,8/4/99,,,4579,feet,100,180,3,0,,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> herbq3: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> herbq4: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> seedq1: From FMH 1047 <Merged from SubSample seed_Actual Protocol> shrbq3_5 m belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_5 m belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>,,,,,,,,
CRLA,B:FABCO1D08:12,8/4/99,,From FMH 1029 ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:12,8/13/02,,From FMH 1029                                                                  ,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:12,6/3/13 8:03,,,5,01Yr10,01Yr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:13,,,,,,,Phoenix,,Forest,,,579905,4768732,10,NAD83,,,7/12/09 16:52,,,5570,feet,255,90,29,22,,,,,,,,,,,,
CRLA,B:FABCO1D08:13,7/12/09 16:52,"Rehlaender, Cofer, Arnold, Arellano",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:13,9/13/10 11:54,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:13,7/23/11 15:51,"Williams, Erdody, Taipale, Barba",,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:13,8/15/12 15:12,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:14,,,,,,,Phoenix,,Forest,,,580535,4767808,10,NAD83,,,7/13/09 16:54,,,,,110,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:14,7/13/09 16:57,"Rehlaender, Cofer, Arellano, Arnold",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:15,,,,,,,Phoenix,,Forest,,,580033,4768389,10,NAD83,,,8/20/09 16:58,,,,,150,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:15,8/20/09 17:00,"Rehlaender, Cofer, Voeller, Arellano",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:16,,,,,,,Phoenix,,Forest,,,580481,4766195,10,NAD83,,,8/21/09 17:01,,,,,181,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:16,8/21/09 17:02,"Rehlaender, Voeller, Arellano, Cofer",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:17,,,,,,,Phoenix,,Forest,,,580256,4765736,10,NAD83,,,8/21/09 17:03,,,,,18,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:17,8/21/09 17:04,"Rehlaender, Arellano, Cofer, Voeller",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:20,,,,,,,Upper Panhandle,Erdody,Forest,,,576163,4739365,10,NAD83,,,7/6/10 8:33,,,4837,feet,267,143,3,3,,,,,,,,,,,,
CRLA,B:FABCO1D08:20,7/6/10 8:38,TOER6  ANST6  MAWI6,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:21,,,,,,,Upper Panhandle,Erdody,Forest,,,575849,4739401,10,NAD83,,,7/8/10 8:36,,,4885,feet,311,150,1,1,,,,,,,,,,,,
CRLA,B:FABCO1D08:21,7/8/10 8:40,TOER6  ANST6  MAWI6,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:22,,,,,,,Upper Panhandle,Erdody,Forest,,,575588,4739807,10,NAD83,,,7/7/10 8:37,,,4865,feet,227,115,3,1,,,,,,,,,,,,
CRLA,B:FABCO1D08:22,7/7/10 8:41,TOER6  ANST6  MAWI6,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:23,,,,,,,Upper Panhandle,,Forest,,,576466,4739323,10,NAD83,,,9/14/11,,,4737,feet,51,135,3,1,,,,,,,,,,,,
CRLA,B:FABCO1D08:23,9/14/11 8:42,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FABCO1D08:24,,,,,,,Upper Panhandle,,Forest,,,575971,4739261,10,NAD83,,,9/15/11,,,4836,feet,165,135,2,2,,,,,,,,,,,,
CRLA,B:FABCO1D08:24,9/15/11 8:44,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:01,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,60,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:01,6/10/95,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:02,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,154,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:02,6/10/95,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:03,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,180,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:03,7/21/95,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:04,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,174,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:04,8/13/95,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:05,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,222,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:05,7/29/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:06,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,12,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:06,7/23/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:07,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,96,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:07,7/24/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:08,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,86,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:08,8/2/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:09,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,102,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:09,8/1/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FBRUS1D00:11,,,,,,,,,Forest,,,0,0,10,NAD83,0,0,4/26/05,,,,,312,0,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,Subsample comments:  shrbq3_bad data: From FMH 1037 shrbq4_bad data: From FMH 1036,,,,,,,,
CRLA,B:FBRUS1D00:11,7/25/96,,From FMH 1029                                                                  ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:01,,,,,,,Bybee,,Forest,,,564515,4752207,10,NAD83,0,0,9/9/07,,,5901,feet,56,0,0,0,,,,"Subsample comments:  Fuels_1:  Herbaceous:  Overstory_Q1:  Overstory_Q2:  Poles_Q1:  Seedling_Belt: Seedlings entered into ""density"" sheet, all other data entered into ""cover by frame"" Shrubs: ",,,,,,,,
CRLA,B:FPICO1BY08:01,9/9/07 13:38,"Minniti, Rupert, Smith",no PRE read,0,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:01,8/16/11 13:26,,,1,01Yr05,Re01Year5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:02,,,,,,,Bybee,,Forest,,,564942,4751505,10,NAD83,0,0,9/10/07,,,5975,feet,356,0,0,0,,,,"Subsample comments:  Fuels_1:  Herbaceous:  Overstory_Q1&Q2: Ooops, didn't seperate these trees into Q1 and Q2, so these are trees from the WHOLE plot.  Poles_Q1:  Seedling_Belt: seedlings entered into ""density"" sheet, and the rest in ""cover by frame"" Shrubs: ",,,,,,,,
