Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
GRCA,BC08,,,,,,,Burnt Corral,"Brannfors, Hamby, MacAndrew, McClure",RA,,,379280,4044616,12,NAD83,,,9/29/16,,,7650,feet,184,200,,2,,,,Burnt Corral08,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC08,9/29/16 14:28,"Brannfors, Hamby, McClure, MacAndrew",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC09,,,,,,,Burnt Corral,"ALI, McCLURE, MacANDREW",RA,,,377200,4045903,12,NAD83,,,10/4/16,,,7400,feet,257,240,,24,,,Evidence of past logginig activity,Burnt Corral09  ,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC09,10/4/16 14:28,"ALI, McCLURE, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC10,,,,,,,Burnt Corral,"Ali, MacAndrew, McClure",RA,,,378069,4043332,12,NAD83,,,10/4/16,,,7600,feet,144,160,,13,,,,Burnt Corral10,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC10,10/4/16 14:28,"MacAndrew, Ali, McClure",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC11,,,,,,,Burnt Corral,"ALI, MacANDREW",RA,,,379524,4048969,12,NAD83,,,10/13/16,,,7320,feet,247,120,,18,,,"LOGGING, SKIDWROADS",Burnt Corral11,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC11,10/13/16 14:28,"ALI, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC12,,,,,,,Burnt Corral,"ALI, MacANDREW",RA,,,379972,4047845,12,NAD83,,,10/13/16,,,7320,feet,109,335,,43,,,deer trail ,Burnt Corral12,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC12,10/13/16 14:28,"ALI, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC13,,,,,,,Burnt Corral,"ALI, MacANDREW",RA,,,380216,4047415,12,NAD83,,,10/13/16,,,7400,feet,297,110,,29,,,logging,Burnt Corral13,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC13,10/13/16 14:28,"ALI, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC14,,,,,,,Burnt Corral,"ANDERSON,  ALI,  McCLURE",RA,,,380922,4042497,12,NAD83,,,10/13/16,,,7700,feet,52,120,,9,,,"LOGGING, SKID TRAILS",Burnt Corral14,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC14,10/13/16 14:28,"ANDERSON,  ALI,  McCLURE",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC15,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,381138,4045050,12,NAD83,,,10/14/16,,,7530,feet,204,190,,21,,,"LOGGING,  SKIDROAD",Burnt Corral15,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC15,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC16,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,380683,4043818,12,NAD83,,,10/14/16,,,7700,feet,34,190,,24,,,"LOGGING, SKID TRAILS",Burnt Corral16,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC16,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC17,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,381568,4042032,12,NAD83,,,10/13/16,,,7700,feet,186,88,,3,,,"Evidence of past logging, skid roads.",Burnt Corral17,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC17,10/13/16 14:28,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC18,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,382265,4041552,12,NAD83,,,10/13/16,,,7670,feet,51,343,,3,,,"LOGGING,  CLOSED FOREST ROAD ALONG TRANSECT 2",Burnt Corral18,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC18,10/13/16 14:28,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC19,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,383368,4041235,12,NAD83,,,10/13/16,,,7920,feet,72,352,,1,,,,Burnt Corral19,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC19,10/13/16 14:28,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC20,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,384337,4039815,12,NAD83,,,10/13/16,,,7980,feet,61,94,,40,,,,Burnt Corral20,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC20,10/13/16 14:28,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC21,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,379044,4042738,12,NAD83,,,10/17/16,,,7640,feet,124,135,,14,,,"LOGGING, NEAR RD",Burnt Corral21,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC21,10/17/16 14:28,"BRANNFORS, ALI, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC22,,,,,,,Burnt Corral,"ALI, ANDERSON, BRANNFORS",RA,,,378970,4042265,12,NAD83,,,10/17/16,,,7610,feet,124,106,,32,,,LOGGING,Burnt Corral22,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC22,10/17/16 14:28,"BRANNFORS, ALI, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC23,,,,,,,Burnt Corral,"ALI, ANDERSON, BRANNFORS",RA,,,378132,4042385,12,NAD83,,,10/17/16,,,7480,feet,205,250,,2,,,Logging and old road,Burnt Corral23,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC23,10/17/16 14:28,"BRANNFORS, ALI, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC24,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,376866,4041650,12,NAD83,,,10/17/16,,,7350,feet,92,330,,3,,,Old road and logging,Burnt Corral24,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC24,10/17/16 14:28,"BRANNFORS, ALI, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC25,,,,,,,Burnt Corral,"BRANNFORS,  ANDERSON,  ALI",RA,,,380673,4041233,12,NAD83,,,10/14/16,,,7790,feet,204,201,,6,,,Skid roads and logging,Burnt Corral25,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC25,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC26,,,,,,,Burnt Corral,"BRANNFORS,  ANDERSON,  ALI",RA,,,380389,4040093,12,NAD83,,,10/14/16,,,7850,feet,342,300,,8,,,LOGGING,Burnt Corral26,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC26,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC27,,,,,,,Burnt Corral,"ALI, ANDERSON, BRANNFORS",RA,,,379942,4042600,12,NAD83,,,10/17/16,,,7650,feet,233,7,,8,,,Old skid road and logging,Burnt Corral27,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC27,10/17/16 14:28,"BRANNFORS, ALI, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC28,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,377977,4039863,12,NAD83,,,10/14/16,,,7550,feet,224,312,,2,,,,Burnt Corral28,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC28,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC29,,,,,,,Burnt Corral,"BRANNFORS, ALI, ANDERSON",RA,,,376177,4039769,12,NAD83,,,10/14/16,,,7360,feet,330,270,,9,,,LOGGING,Burnt Corral29,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC29,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC30,,,,,,,Burnt Corral,"BRANNFORS,  ANDERSON,  ALI",RA,,,378717,4040299,12,NAD83,,,10/14/16,,,7700,feet,182,238,,2,,,"LOGGING,  SKIDROAD",Burnt Corral30,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC30,10/14/16 14:28,"ALI, ANDERSON, BRANNFORS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC31,,,,,,,Burnt Corral,"BRANNFORS, McCLURE",RA,,,383765,4038682,12,NAD83,,,10/11/16,,,8060,feet,104,204,,4,,,Evidence of past logging and piling,Burnt Corral31,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC31,10/11/16 14:28,"BRANNFORS, McCLURE",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC32,,,,,,,Burnt Corral,"ALI,  ANDERSON",RA,,,382738,4038013,12,NAD83,,,10/11/16,,,8030,feet,338,174,,14,,,"LOGGING,  SKIDROAD, FUELS PILING",Burnt Corral32,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC32,10/11/16 14:28,"ALI,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC33,,,,,,,Burnt Corral,"ALI,  ANDERSON,  MacANDREWS",RA,,,379854,4036290,12,NAD83,,,10/11/16,,,7760,feet,338,176,,12,,,LOGGING and skidroads,Burnt Corral33,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC33,10/11/16 14:28,"ALI, ANDERSON, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC34,,,,,,,Burnt Corral,"ALI,  ANDERSON,  MacANDREWS",RA,,,378944,4035950,12,NAD83,,,10/11/16 11:20,,,7600,feet,264,334,,30,,,LOGGING,Burnt Corral34,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC34,10/11/16 14:28,"ALI, ANDERSON, MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC35,,,,,,,Burnt Corral,"BRANNFORS, HAMBY,  ANDERSON",RA,,,378214,4036494,12,NAD83,,,10/4/16,,,7600,feet,279,345,,12,,,Skid road and logging,Burnt Corral35,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC35,10/4/16 14:28,"BRANNFORS,  HAMBY,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC36,,,,,,,Burnt Corral,"BRANNFORS, HAMBY, ANDERSON",RA,,,376881,4036857,12,NAD83,,,10/4/16,,,7480,feet,79,356,,12,,,logging,Burnt Corral36,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC36,10/4/16 14:28,"BRANNFORS, HAMBY, ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC37,,,,,,,Burnt Corral,"ANDERSON,  MacANDREW,  HAMBY,  ALI",RA,,,377398,4035856,12,NAD83,,,10/5/16,,,7620,feet,181,138,,13,,,SKID ROADS AND LOGGING,Burnt Corral37,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC37,10/5/16 14:28,"HAMBY, ALI, ANDERSON,  MACANDREWS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC38,,,,,,,Burnt Corral,"ANDERSON,  MacANDREW,  HAMBY,  ALI",RA,,,375977,4035315,12,NAD83,,,10/5/16,,,7520,feet,21,190,,5,,,,Burnt Corral38,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC38,10/5/16 14:28,"HAMBY, ALI, ANDERSON,  MACANDREWS",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC39,,,,,,,Burnt Corral,"HAMBY, ALI, ANDERSON,  MacANDREW",RA,,,375516,4035787,12,NAD83,,,10/5/16,,,7500,feet,12,12,,11,,,,Burnt Corral39,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC39,10/5/16 14:28,"HAMBY, ALI, ANDERSON,  MacANDREW",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC40,,,,,,,Burnt Corral,"HAMBY, BRANNFORS,  ANDERSON",RA,,,375940,4037729,12,NAD83,,,10/4/16,,,7300,feet,80,220,,2,,,Logging and skid road,Burnt Corral40,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC40,10/4/16 14:28,"HAMBY, BRANNFORS,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC41,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,382298,4039513,12,NAD83,,,10/12/16,,,7900,feet,186,220,,7,,,Old logging in plot,Burnt Corral41,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC41,10/12/16 13:20,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC42,,,,,,,Burnt Corral,"ALI, HAMBY",RA,,,382619,4039220,12,NAD83,,,10/11/16,,,7920,feet,245,350,,4,,,"LOGGING, SKID RD,  OLD BURNT PILES PRE 2015",Burnt Corral42,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC42,10/12/16 13:20,"ALI, HAMBY",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC43,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,381853,4038655,12,NAD83,,,10/12/16,,,7940,feet,240,250,,6,,,Old skid rd and logging in plot,Burnt Corral43,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC43,10/12/16 13:20,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC44,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,381577,4039101,12,NAD83,,,10/12/16,,,7820,feet,345,278,,3,,,"logging,  Skidroads",Burnt Corral44,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC44,10/12/16 13:20,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC45,,,,,,,Burnt Corral,"HAMBY, ALI",RA,,,380614,4039526,12,NAD83,,,10/12/16,,,7750,feet,265,180,,2,,,Logging and skid road,Burnt Corral45,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC45,10/12/16 13:20,"ALI, HAMBY",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC46,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,380157,4038796,12,NAD83,,,10/12/16,,,7700,feet,38,155,,21,,,,Burnt Corral46,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC46,10/12/16 13:20,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC47,,,,,,,Burnt Corral,"HAMBY, ALI",RA,,,377638,4039177,12,NAD83,,,10/12/16,,,7560,feet,266,275,,50,,,,Burnt Corral47,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC47,10/12/16 13:20,"ALI, HAMBY",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC48,,,,,,,Burnt Corral,"BRANNFORS, McCLURE",RA,,,379327,4037260,12,NAD83,,,10/11/16,,,7640,feet,137,2,,33,,,Unburned from 2015,Burnt Corral48,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC48,10/11/16 13:20,"BRANNFORS, McCLURE",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC49,,,,,,,Burnt Corral,"BRANNFORS,  McCLURE",RA,,,379853,4036631,12,NAD83,,,10/11/16,,,7770,feet,39,208,,9,,,,Burnt Corral49,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC49,10/11/16 13:20,"BRANNFORS, McCLURE",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,BC50,,,,,,,Burnt Corral,"BRANNFORS, ANDERSON, McCLURE",RA,,,380720,4038013,12,NAD83,,,10/12/16,,,7770,feet,185,194,,25,,,Evidence of past logging in plot area.,Burnt Corral50,USFS-Burnt Corral Project Unit,,,,,,,
GRCA,BC50,10/12/16 13:20,"BRANNFORS,  McCLURE,  ANDERSON",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS01,,,,,,,Fawn Spring,"Spannuth, Brannfors, Milich, Geldert",RA,36.35060276,-112.1608013,395842.6405,4023462,12,NAD83,,3,8/31/10 13:26,,,8904,feet,327,280,11,5,,,,Fawn Spring01,Boundary Project Unit,"01Fire: Tipover East, Rx, 10/25/17, Unburned",,,,,,
GRCA,FS01,8/31/10 13:26,"Spannuth, Brannfors, Milich, Geldert",,0,PR01,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS01,7/1/15 8:27,"ALI, BRANNFORS, HAMBY, KOEHLER, LEACH",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS01,11/15/17 11:36,"Page, Swan",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS02,,,,,,,Fawn Spring,"Spannuth, Geldert, Brannfors, Milich",RA,36.33361935,-112.1685285,395126.4876,4021586.422,12,NAD83,,3.4,9/1/10 13:26,,,8737,feet,328,280,6,3,,,,Fawn Spring02,Boundary Project Unit,"01Fire: Tipover East, Rx, 10/25/17, Unburned",,,,,,
GRCA,FS02,9/1/10 13:26,"Spannuth, Geldert, Brannfors, Milich",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS02,7/8/15 17:51,"HAMBY,  ALI,  KOEHLER",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS02,11/18/17 11:53,"Page, Peach, Brannfors",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS03,,,,,,,Fawn Spring,"Brannfors, Peach, Milich",RA,36.32891761,-112.1249382,399032.7337,4021018.472,12,NAD83,,2.5,9/2/10 13:26,,,8888,feet,185,40,11,7,,,,Fawn Spring03,Roost Project Unit,"01Fire: Tipover East, Rx, 10/25/17, ",,,,,,
GRCA,FS03,9/2/10 13:26,"Brannfors, Peach, Milich",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS03,7/23/15 9:15,"ALI,  BRANNFORS,  KOEHLER,  O'NEIL",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS03,11/17/17 11:56,"Ali, McClure",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS04,,,,,,,Fawn Spring,"Peach, Milich, Brannfors",RA,36.33113697,-112.1236692,399149.4979,4021263.335,12,NAD83,,4.5,9/2/10 13:26,,,8875,feet,288,210,0,2,,,,Fawn Spring04,Roost Project Unit,"01Fire: Tipover East, Rx, 10/25/17, ",,,,,,
GRCA,FS04,9/2/10 13:26,"Peach, Milich, Brannfors",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS04,7/23/15 9:33,"ALI,  BRANNFORS,  KOEHLER,  O'NEIL",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS04,11/17/17 11:59,"Page, McClure",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS04,6/14/18 12:47,"MCCLURE,MARSHALL,DANG",,5,01PostB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS05,,,,,,,Fawn Spring,"Spannuth, Milich, Geldert, Peach",RA,36.33525894,-112.1251559,399021.3815,4021722.125,12,NAD83,,2.3,9/8/10 13:26,,,8927,feet,296,250,11,2,,,,Fawn Spring05,Roost Project Unit,"01Fire: Tipover East, Rx, 10/25/17, ",,,,,,
GRCA,FS05,9/8/10 13:26,"Spannuth, Milich, Geldert, Peach",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS05,7/30/15 10:38,"ALI,  HAMBY,  KOEHLER",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS05,11/17/17 12:01,"Page, McClure",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS06,,,,,,,Fawn Spring,"Geldert, Peach, Spannuth, Milich",RA,36.33274797,-112.1375944,397901.7438,4021456.653,12,NAD83,,2.9,9/8/10 13:26,,,8921,feet,84,250,11,4,,,,Fawn Spring06,Roost Project Unit,"01Fire: Tipover East, Rx, 10/25/17, ",,,,,,
GRCA,FS06,9/8/10 13:26,"Geldert, Peach, Spannuth, Milich",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS06,7/29/15 9:38,"BRANNFORS, HAMBY, COFFEE, BILLIE",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS06,11/17/17 12:50,"Page, McClure",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS07,,,,,,,Fawn Spring,"Brannfors, Geldert, Milich",RA,36.31960288,-112.1492624,396837.1845,4020010.886,12,NAD83,,2.1,9/9/10 13:26,,,8825,feet,332,249,7,4,,,,Fawn Spring07,Roost Project Unit,"01Fire: NR Slopes, Rx, 11/4/17,",,,,,,
GRCA,FS07,9/9/10 13:26,"Brannfors, Geldert, Milich",,0,PR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS07,7/27/15 9:51,"ALI. TORRES, KOEHLER",,1,Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS07,11/17/17 12:57,"Swan, Ali, Peach, Brannfors",,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS07,6/14/18 13:02,"MCCLURE, MARSHALL, DANG",,5,01PostB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRCA,FS08,,,,,,,Fawn Spring,"Spannuth, Peach, Brannfors, Geldert, Milich",RA,36.34235665,-112.1464902,397115.9682,4022531.95,12,NAD83,,2.8,9/13/10 13:26,,,8934,feet,32,160,18,3,,,,Fawn Spring08,Boundary Project Unit,"01Fire: Tipover East, Rx, 10/25/17, ",,,,,,
