ProjectUnit = RETRO FUELS
Summary Report = Surface Fuels
Report Attribute = Duff depth
Units = Inches

Macroplot,Pre00Year01-Attr,Pre00-Attr,Pre00-Diff,Pre00-%Diff,Post01-Attr,Post01-Diff,Post01-%Diff,Re01Year01-Attr,Re01Year01-Diff,Re01Year01-%Diff,Re01Year02-Attr,Re01Year02-Diff,Re01Year02-%Diff,Re01Year03-Attr,Re01Year03-Diff,Re01Year03-%Diff,Re01Year04-Attr,Re01Year04-Diff,Re01Year04-%Diff,Re01Year05-Attr,Re01Year05-Diff,Re01Year05-%Diff,Re01Year16-Attr,Re01Year16-Diff,Re01Year16-%Diff,Post02-Attr,Post02-Diff,Post02-%Diff,Re02Year01-Attr,Re02Year01-Diff,Re02Year01-%Diff,Re02Year02-Attr,Re02Year02-Diff,Re02Year02-%Diff,Re02Year5-Attr,Re02Year5-Diff,Re02Year5-%Diff,Re02Year05-Attr,Re02Year05-Diff,Re02Year05-%Diff,Re02year11-Attr,Re02year11-Diff,Re02year11-%Diff,Re02Year06-Attr,Re02Year06-Diff,Re02Year06-%Diff
BCREEK 19,2.95,1.90,-1.05,-35.59,0.00,-2.95,-100.00,0.00,-2.95,-100.00,0.00,-2.95,-100.00,***,***,***,***,***,***,0.00,-2.95,-100.00,1.90,-1.05,-35.59,0.95,-2.00,-67.80,0.95,-2.00,-67.80,1.40,-1.55,-52.54,0.90,-2.05,-69.49,***,***,***,***,***,***,***,***,***
BCREEK 2,4.95,3.35,-1.60,-32.32,0.00,-4.95,-100.00,1.40,-3.55,-71.72,0.60,-4.35,-87.88,***,***,***,***,***,***,0.05,-4.90,-98.99,2.15,-2.80,-56.57,0.30,-4.65,-93.94,0.40,-4.55,-91.92,0.60,-4.35,-87.88,0.60,-4.35,-87.88,***,***,***,***,***,***,***,***,***
BCREEK 20,0.10,0.30,0.20,200.00,0.05,-0.05,-50.00,0.00,-0.10,-100.00,0.00,-0.10,-100.00,***,***,***,***,***,***,0.00,-0.10,-100.00,2.55,2.45,2450.00,1.85,1.75,1750.00,0.60,0.50,500.00,1.50,1.40,1400.00,0.65,0.55,550.00,***,***,***,***,***,***,***,***,***
BCREEK 21,1.60,7.75,6.15,384.38,0.00,-1.60,-100.00,0.00,-1.60,-100.00,0.00,-1.60,-100.00,***,***,***,***,***,***,0.00,-1.60,-100.00,1.10,-0.50,-31.25,0.65,-0.95,-59.38,0.20,-1.40,-87.50,0.85,-0.75,-46.88,0.50,-1.10,-68.75,***,***,***,***,***,***,***,***,***
BCREEK 3,0.45,0.10,-0.35,-77.78,0.00,-0.45,-100.00,0.10,-0.35,-77.78,0.25,-0.20,-44.44,***,***,***,***,***,***,0.05,-0.40,-88.89,1.30,0.85,188.89,0.30,-0.15,-33.33,0.45,0.00,0.00,1.25,0.80,177.78,1.00,0.55,122.22,***,***,***,***,***,***,***,***,***
BCREEK 4,4.65,2.50,-2.15,-46.24,0.00,-4.65,-100.00,0.00,-4.65,-100.00,0.00,-4.65,-100.00,***,***,***,***,***,***,5.50,0.85,18.28,1.55,-3.10,-66.67,0.45,-4.20,-90.32,0.35,-4.30,-92.47,0.85,-3.80,-81.72,2.05,-2.60,-55.91,***,***,***,***,***,***,***,***,***
BCREEK 5,2.30,0.80,-1.50,-65.22,0.40,-1.90,-82.61,0.45,-1.85,-80.43,0.30,-2.00,-86.96,***,***,***,***,***,***,0.35,-1.95,-84.78,1.65,-0.65,-28.26,0.05,-2.25,-97.83,0.05,-2.25,-97.83,0.40,-1.90,-82.61,0.60,-1.70,-73.91,***,***,***,***,***,***,***,***,***
BCREEK 6,2.00,2.45,0.45,22.50,0.05,-1.95,-97.50,0.80,-1.20,-60.00,0.10,-1.90,-95.00,***,***,***,***,***,***,0.30,-1.70,-85.00,2.40,0.40,20.00,0.40,-1.60,-80.00,0.20,-1.80,-90.00,0.55,-1.45,-72.50,0.65,-1.35,-67.50,***,***,***,***,***,***,***,***,***
BCREEK 7,2.50,13.10,10.60,424.00,0.00,-2.50,-100.00,0.00,-2.50,-100.00,0.05,-2.45,-98.00,***,***,***,***,***,***,0.00,-2.50,-100.00,1.30,-1.20,-48.00,0.10,-2.40,-96.00,0.00,-2.50,-100.00,0.45,-2.05,-82.00,0.65,-1.85,-74.00,***,***,***,***,***,***,***,***,***
BCREEK 8,1.60,2.45,0.85,53.13,0.15,-1.45,-90.63,0.05,-1.55,-96.88,0.35,-1.25,-78.13,***,***,***,***,***,***,0.25,-1.35,-84.38,0.75,-0.85,-53.13,0.20,-1.40,-87.50,0.25,-1.35,-84.38,0.60,-1.00,-62.50,0.30,-1.30,-81.25,***,***,***,***,***,***,***,***,***
BCREEK 9,4.15,4.75,0.60,14.46,0.00,-4.15,-100.00,0.00,-4.15,-100.00,0.00,-4.15,-100.00,***,***,***,***,***,***,0.00,-4.15,-100.00,1.00,-3.15,-75.90,2.60,-1.55,-37.35,2.20,-1.95,-46.99,2.50,-1.65,-39.76,2.85,-1.30,-31.33,***,***,***,***,***,***,***,***,***
MG2 Plot 1,2.05,2.35,0.30,14.63,2.25,0.20,9.76,1.90,-0.15,-7.32,1.40,-0.65,-31.71,1.55,-0.50,-24.39,1.65,-0.40,-19.51,***,***,***,***,***,***,0.00,-2.05,-100.00,0.25,-1.80,-87.80,0.20,-1.85,-90.24,***,***,***,***,***,***,***,***,***,0.00,-2.05,-100.00
MG2 Plot 10,3.35,0.00,-3.35,-100.00,0.00,-3.35,-100.00,0.10,-3.25,-97.01,0.30,-3.05,-91.04,0.25,-3.10,-92.54,0.15,-3.20,-95.52,***,***,***,***,***,***,0.00,-3.35,-100.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
MG2 Plot 11,4.95,2.15,-2.80,-56.57,0.00,-4.95,-100.00,0.00,-4.95,-100.00,0.00,-4.95,-100.00,0.05,-4.90,-98.99,0.15,-4.80,-96.97,***,***,***,***,***,***,0.15,-4.80,-96.97,0.60,-4.35,-87.88,0.65,-4.30,-86.87,***,***,***,***,***,***,***,***,***,0.00,-4.95,-100.00
MG2 Plot 12,3.75,1.80,-1.95,-52.00,0.00,-3.75,-100.00,0.00,-3.75,-100.00,0.10,-3.65,-97.33,0.40,-3.35,-89.33,0.05,-3.70,-98.67,***,***,***,***,***,***,0.00,-3.75,-100.00,0.15,-3.60,-96.00,0.55,-3.20,-85.33,***,***,***,***,***,***,***,***,***,0.00,-3.75,-100.00
MG2 Plot 13,1.60,0.75,-0.85,-53.13,0.00,-1.60,-100.00,0.00,-1.60,-100.00,2.50,0.90,56.25,0.00,-1.60,-100.00,0.40,-1.20,-75.00,***,***,***,***,***,***,0.00,-1.60,-100.00,4.00,2.40,150.00,4.00,2.40,150.00,***,***,***,***,***,***,***,***,***,0.00,-1.60,-100.00
MG2 Plot 14,2.65,2.75,0.10,3.77,0.00,-2.65,-100.00,0.00,-2.65,-100.00,0.20,-2.45,-92.45,0.40,-2.25,-84.91,0.35,-2.30,-86.79,***,***,***,***,***,***,0.65,-2.00,-75.47,0.85,-1.80,-67.92,1.60,-1.05,-39.62,***,***,***,***,***,***,***,***,***,0.00,-2.65,-100.00
MG2 Plot 15,0.75,1.10,0.35,46.67,0.00,-0.75,-100.00,0.20,-0.55,-73.33,0.00,-0.75,-100.00,0.30,-0.45,-60.00,0.20,-0.55,-73.33,***,***,***,***,***,***,0.30,-0.45,-60.00,0.00,-0.75,-100.00,0.15,-0.60,-80.00,***,***,***,***,***,***,***,***,***,0.00,-0.75,-100.00
MG2 Plot 16,1.85,0.80,-1.05,-56.76,0.00,-1.85,-100.00,0.00,-1.85,-100.00,0.00,-1.85,-100.00,0.00,-1.85,-100.00,0.00,-1.85,-100.00,***,***,***,***,***,***,0.65,-1.20,-64.86,0.40,-1.45,-78.38,0.40,-1.45,-78.38,***,***,***,***,***,***,***,***,***,0.00,-1.85,-100.00
MG2 Plot 17,1.80,0.45,-1.35,-75.00,0.00,-1.80,-100.00,0.00,-1.80,-100.00,0.00,-1.80,-100.00,0.05,-1.75,-97.22,0.85,-0.95,-52.78,***,***,***,***,***,***,0.00,-1.80,-100.00,0.05,-1.75,-97.22,0.00,-1.80,-100.00,***,***,***,***,***,***,***,***,***,0.00,-1.80,-100.00
MG2 Plot 18,7.00,4.00,-3.00,-42.86,0.00,-7.00,-100.00,0.00,-7.00,-100.00,0.05,-6.95,-99.29,0.15,-6.85,-97.86,0.15,-6.85,-97.86,***,***,***,***,***,***,0.00,-7.00,-100.00,0.35,-6.65,-95.00,0.10,-6.90,-98.57,***,***,***,***,***,***,***,***,***,0.00,-7.00,-100.00
MG2 Plot 19,1.75,0.75,-1.00,-57.14,0.00,-1.75,-100.00,0.00,-1.75,-100.00,0.00,-1.75,-100.00,0.00,-1.75,-100.00,0.20,-1.55,-88.57,***,***,***,***,***,***,0.85,-0.90,-51.43,0.60,-1.15,-65.71,0.30,-1.45,-82.86,***,***,***,***,***,***,***,***,***,0.00,-1.75,-100.00
MG2 Plot 2,4.60,1.45,-3.15,-68.48,4.60,0.00,0.00,1.95,-2.65,-57.61,4.80,0.20,4.35,3.40,-1.20,-26.09,4.55,-0.05,-1.09,***,***,***,***,***,***,0.00,-4.60,-100.00,0.90,-3.70,-80.43,0.15,-4.45,-96.74,***,***,***,***,***,***,***,***,***,0.00,-4.60,-100.00
MG2 Plot 20,4.45,***,***,***,0.00,-4.45,-100.00,0.00,-4.45,-100.00,0.05,-4.40,-98.88,0.00,-4.45,-100.00,0.10,-4.35,-97.75,***,***,***,***,***,***,0.00,-4.45,-100.00,0.00,-4.45,-100.00,0.35,-4.10,-92.13,***,***,***,***,***,***,***,***,***,0.00,-4.45,-100.00
MG2 Plot 3,3.75,1.00,-2.75,-73.33,0.00,-3.75,-100.00,0.05,-3.70,-98.67,0.00,-3.75,-100.00,0.00,-3.75,-100.00,0.15,-3.60,-96.00,***,***,***,***,***,***,0.00,-3.75,-100.00,0.05,-3.70,-98.67,0.25,-3.50,-93.33,***,***,***,***,***,***,***,***,***,0.00,-3.75,-100.00
MG2 Plot 4,3.90,2.00,-1.90,-48.72,0.00,-3.90,-100.00,0.05,-3.85,-98.72,0.60,-3.30,-84.62,0.30,-3.60,-92.31,0.05,-3.85,-98.72,***,***,***,***,***,***,2.25,-1.65,-42.31,0.65,-3.25,-83.33,0.95,-2.95,-75.64,***,***,***,***,***,***,***,***,***,0.00,-3.90,-100.00
MG2 Plot 5,5.80,6.25,0.45,7.76,0.00,-5.80,-100.00,0.00,-5.80,-100.00,0.00,-5.80,-100.00,0.40,-5.40,-93.10,0.20,-5.60,-96.55,***,***,***,***,***,***,3.75,-2.05,-35.34,0.50,-5.30,-91.38,2.00,-3.80,-65.52,***,***,***,***,***,***,***,***,***,0.00,-5.80,-100.00
MG2 Plot 6,1.70,0.70,-1.00,-58.82,0.00,-1.70,-100.00,0.05,-1.65,-97.06,0.00,-1.70,-100.00,0.00,-1.70,-100.00,0.10,-1.60,-94.12,***,***,***,***,***,***,0.75,-0.95,-55.88,0.70,-1.00,-58.82,0.35,-1.35,-79.41,***,***,***,***,***,***,***,***,***,0.00,-1.70,-100.00
MG2 Plot 7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,***,***,***,***,***,***,***,0.00,0.00,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
MG2 Plot 8,4.75,1.80,-2.95,-62.11,0.00,-4.75,-100.00,0.00,-4.75,-100.00,0.05,-4.70,-98.95,0.10,-4.65,-97.89,0.10,-4.65,-97.89,***,***,***,***,***,***,0.35,-4.40,-92.63,0.00,-4.75,-100.00,0.55,-4.20,-88.42,***,***,***,***,***,***,***,***,***,0.00,-4.75,-100.00
MG2 Plot 9,2.45,0.40,-2.05,-83.67,0.00,-2.45,-100.00,0.00,-2.45,-100.00,0.00,-2.45,-100.00,0.00,-2.45,-100.00,0.05,-2.40,-97.96,***,***,***,***,***,***,0.45,-2.00,-81.63,0.30,-2.15,-87.76,0.40,-2.05,-83.67,***,***,***,***,***,***,***,***,***,0.00,-2.45,-100.00
MG4 Plot 1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.65,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.10,***,***,0.00,***,***,0.00,***,***,0.05,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.60,***,***,0.15,***,***,0.05,***,***,0.10,***,***,0.20,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.95,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.50,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
MG4 Plot 8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.10,***,***,0.10,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
ASPEN VALLEY,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.59,***,***,***,***,***,0.73,***,***,***,***,***
Mean,2.70,2.23,0.47,17.55,0.20,2.50,92.68,0.22,2.48,92.01,0.32,2.38,88.12,0.37,2.33,86.39,0.50,2.21,81.67,0.38,2.32,85.80,1.31,1.39,51.47,0.52,2.18,80.88,0.49,2.21,81.88,0.72,1.98,73.21,0.78,1.92,71.21,0.05,2.65,98.15,0.73,1.97,72.87,0.00,2.70,100.00
